text,true_label,predicted_label,is_correct,prob_non_hate,prob_hate
حنا كعب ونتا قحبه,1,0,0,0.524072,0.475928
جاتك الكيف يامن صابك وسطهم🤭,0,1,0,0.496806,0.503194
مسيره ربراب اتفها الفكره,1,0,0,0.518406,0.481594
نيكحتشونيماك ياولد القحبه,1,0,0,0.513432,0.486568
minute teeri 3la rabna la deen la akhlak fi 91 kountou jonoud and sidkoum nazar achabouha,1,0,0,0.513861,0.486139
اعلان الحرب ربراب وتوفيق وكونيناف بمثابه اعلان الحرب فرنسا,0,1,0,0.479567,0.520433
14 حبات بنان,0,1,0,0.494119,0.505881
10 mabrook ✌😘😷,0,1,0,0.480509,0.519491
مولوديه❤💪,0,1,0,0.493251,0.506749
ستفتحون فرع بالاغواط,0,1,0,0.496788,0.503212
الذين يتحدثون على الجزائر 🇩🇿 نحن موقفنا ثابت مهما تخالفنا في بعض الامور نحن كشعب يد 🖐واحد لا يفرقنا اعداء الوطن موقفنا ثابت فلسطين 🇵🇸 امانه,0,1,0,0.494376,0.505625
moroccan nationalist memes ach khasshoum hado 🧐,0,1,0,0.485439,0.514561
ترامب زعيم❤,0,1,0,0.495894,0.504106
حساء بروكلي سلطه بالخضار جبنه فيديريكو افخاض دجاج نتبلهم نرمدهم فالبيض الفرينه نقليهم نبشر جبنه فديريكو نوجد بيشاميل بالجبنه المبشوره تعطيني بنه تهبل نستعمل صوص فوق الافخاض سخونين شهيه طيبه مع جبنه فديريكو تهبل تدي لعقل,0,1,0,0.49518,0.50482
جديد الهدايا الخاصه بالطمبوله يصلني جديد الاميل الخاص ارجو التفسير,0,1,0,0.496459,0.503541
نعدين انا 😑,1,0,0,0.51681,0.48319
الافتراء خصال الانذال الغرض هدم الاوطان فعلم المفتري نذل الانذال,1,0,0,0.502345,0.497655
نت عايش فرنسا وحرض ناس روح اله لاتربحك,1,0,0,0.512762,0.487237
ربراب قناه فرانس 24 تقول في نشرتها فرنسا قلقه على اعتقال ربراب,0,1,0,0.483997,0.516003
اودي روح نكمك نتا لفرونسي تاعك,1,0,0,0.51248,0.48752
جمهور المناسبات نهار لعبو مع بليده سطاد فارغ كي لعبو مع سطيف عمروه ههخخههخ,0,1,0,0.493714,0.506286
ديرها فالواسمها لاباج تاعك,1,0,0,0.516528,0.483472
وكي تقول السلام عليكم تهز يدك اليمنى ولا رجلك موضوع تافه,1,0,0,0.529846,0.470154
مذكرات تحدث بمذكره ويتم اسقاطها,0,1,0,0.491359,0.508641
امنه اشحال مديتولهم باش يتاخذوا القرار امنه دوله النفاق والصوص والشياطين رحم ربه الشعب مقود مافيهش لامان,1,0,0,0.511574,0.488426
يا الكعبه,1,0,0,0.500154,0.499846
روح تخري,1,0,0,0.506907,0.493093
رخيص توفيق يستاهل كتر من هك وليلى نموذج من كتير من الفتيات لي تحب الماده وتفرط في اي حاجه على صلاحها خساره فيها زينو,1,0,0,0.502307,0.497693
وجهك صحيح يالكذاب النفاق تستحي فافعل ماشءت,1,0,0,0.519383,0.480617
ونتا شكون لراه خلص فيك مكن تكشفلنا الحساب الشهري تاعك ولراه خلص فيك يا زطوط يا خبارجي,1,0,0,0.504184,0.495816
خلطي جلطي حرزي تزعطي,0,1,0,0.499451,0.500549
اله لاتربحهم,1,0,0,0.516488,0.483512
شوف طريقه الكلام تاع استاذ الوعي امير المازدا,1,0,0,0.507028,0.492972
واش بيهم العبيد تاع زبي معجبهمش لحال كي هبطو ربراب,1,0,0,0.509727,0.490273
مبرووك خويا امير ديزاد لم تخيب من وضع الثقه فيكالله يرحم لي رباك ديما عقابهم👌✌🎊🎉🎂,0,1,0,0.497717,0.502283
نحن لسنا بخونه الجزائر بلادنا الكسره والماء والراس في السماء مراهش خلصنا اللي يهدر علينا ياخرا يازيطوط,1,0,0,0.520904,0.479096
المنتوج صيني التركيب جزاءري صينوجيريا,0,1,0,0.498338,0.501662
ملا روح فاصي الخريطه ان كنت رجلا 😉,1,0,0,0.51354,0.48646
مثلك شاد,1,0,0,0.502858,0.497142
♓✌️☪️الى يوم يبعثون,0,1,0,0.489605,0.510395
ولاد الكلبه كلاب,1,0,0,0.510761,0.489239
معطوب علاش,0,1,0,0.490247,0.509753
الى الترك,0,1,0,0.499174,0.500826
اشري زيت الوز,0,1,0,0.486297,0.513703
لصوص سراقين فمن السارق لاموال الشعب,1,0,0,0.509269,0.490731
wallahe ila 3ib ar ndam fasid,0,1,0,0.48907,0.51093
الكلاب بني الكلاب تسما قاعدين امكرو فينا ماعليش مكرو كيما حبيتو بصح ربي كيفاه راح تمكرو معاه حسبي الله ونعم الوكيل فيكم ربي ينتقم منكم واحد واحد,1,0,0,0.525048,0.474952
خافي ربي في العواشر يخي كان صديقك او تسلمي عليه والله عيب عليك امير يشبه والده 10 كفاكي بهتان وكذب على الناس ركي عندك بنت,1,0,0,0.51978,0.48022
النقوشه طغاو في بلاد زبي,1,0,0,0.502545,0.497455
بوراك مفور اروع جربيه سيدتي ماتشريش زيت ربراب,0,1,0,0.495931,0.504069
دوشتي مزال تعلمين انك كولك وصح بش تحكي اسيدك يا ابنت حركه,1,0,0,0.507726,0.492274
sar9ohalk,0,1,0,0.497968,0.502032
مبروك 🌹💚,0,1,0,0.491161,0.508839
الف مبروك 🎉🎊الليله يرقدو مقنوطين ✌🇩🇿,1,0,0,0.508753,0.491247
مبروك مزيدا النجاحات شاء اله,0,1,0,0.499035,0.500965
الذبابه الالكترونيه مازلت تبث سمومها نريد من ينظف المستنقعات حتى لاتبقى تبيض ومازلت في كذبك بعد الله يهديك بشربك من كاسهم,1,0,0,0.504334,0.495666
احسن جمهور جزايري شباب قسنطينه انا من الشلف,0,1,0,0.489289,0.510711
اقرا التعليقات تفهم سبب الازمه 👍,0,1,0,0.491041,0.508959
تلفاز عندي ايام يعمل جيد بعدها طفيناه باش نثبتوه فل حاءط مبعد شعلناه وحده تحكم ولاتش تخدم وحدها لينا نتحكمو مل ازرار موجوده تلفاز,0,1,0,0.485204,0.514796
مسروقه,0,1,0,0.492591,0.507409
انت عايش لهيه عند سيادك وامك فرنسا وتهدر على دزاير ياا خامج ياا نيي امك الى يوم الدين,1,0,0,0.516693,0.483307
معكم عادل بوشارب من ولايه المسيله,0,1,0,0.495486,0.504514
رجال يبعثون بناتهم تموت الغناء والرقص الشباب اليالي وبعدها يقولون مسلمون اليس ثمه خل,1,0,0,0.50545,0.49455
الجزاءر فرنسا,0,1,0,0.492977,0.507023
كيما لي قاتلو مانكلش الحوم ناكل صكالوب 🤭🤣,0,1,0,0.495011,0.504989
روحي يا البطاطا لا هلا جابك المجد والخلود لسرقه دراهم الشعب وي,1,0,0,0.506395,0.493605
wekhtek chekit kayna menha,1,0,0,0.511918,0.488082
الزيت مفقود والزيتوت موجود ايا اهبط نقلو فيك البوراك والزلابيه لرمضان والصامصه للعيد ها زيتوت راك خرفت وشرفت وتخرشفت قاع رانا كونتر السيستام بصح نتا قرعتها غير الشعبويه لا مشروع سياسي لا خطه تقدميه والو تظل تبين للناس بلي لبلاد خرا وعايشين فالخرا ايه علابالنا ايه اومبعد تبون طلع بالتزوير ايه اومبعد حكم العسكر ايه اومبعد دير كيما سيدك رشيد نكاز هبط للدزاير وراو يقاوم بالعقل والدليل وعندو مشروع سياسي اصلاحي ونتا واش عندك غير النعيق كي لغراب ياشكوبي عروبي طاحت في يدو التكنولوجيا ولقا اللي يسمعلو للاسف ملخر روح تخرا,1,0,0,0.500616,0.499384
نصيحه للاحرار لا تردو على ذباب كتلوهم vu 😂,1,0,0,0.507064,0.492936
السنافر معروفين,0,1,0,0.489136,0.510864
اخيس ميم شفتو,1,0,0,0.50253,0.49747
مزيه شفت البيبليكاسيون باش نخرج من الباجه صبن رانا فالـ 20 مزالكم تكلاشو الولايات تستعملو الكلمات الغاملين,1,0,0,0.506695,0.493305
شوف المصادر تاعكم مكن الزلزله دارها الجيش وكمشه الجنرالات راك تبهدل صح صح الخرطي والكذب عندهم الحق كي حابين ينحولك الجنسيه,1,0,0,0.516916,0.483084
اسطروي,0,1,0,0.48491,0.51509
وقبل ما يسوطي يشرب,0,1,0,0.498999,0.501001
مزال نت جيبوك ينحولك القرعه لي حاصله,1,0,0,0.523377,0.476623
ان شاء الله نفوز,0,1,0,0.497325,0.502675
لوكان حطيت تصويره ختك نقولك واش نعبد فيهم,1,0,0,0.511889,0.488111
اله لاتربحهم طغو البلاد ونشرو الفساد ياريت ياتي الفرج,1,0,0,0.50395,0.49605
ربي يجزيك خير يا شيخ ان شاء الله ربي رحم امك الله يجلعها اياك في جنه الفردوس مع حبيبنا محمد بن عبد الله عليه افضل صلاه ازكي سلام,1,0,0,0.517677,0.482323
ماتحتاجش الان ذكاء باه تفهم علاه عبدو سمار لي جاب فضايح الناس كل لم يتكلم يوما حرفا عن ربراب,0,1,0,0.498014,0.501986
الكعب الله غالب,1,0,0,0.532731,0.467269
واش دخلك فينا شده وتفوت,1,0,0,0.500824,0.499176
ان شاوي مع ربراب,0,1,0,0.492375,0.507625
ناكو شنقريحه كابران,1,0,0,0.510043,0.489957
اشرب الحليب والباقي نخبيه,0,1,0,0.494512,0.505488
السلام عليكم خاصني بيتران شحال تسوى,0,1,0,0.499763,0.500237
ربي يفرج عليهم الحكومه العصابه المنحطه اله يجبهلهم,1,0,0,0.515762,0.484238
واش انقش جايك شنقريحه يحرث الارض لي وراك ديرلك بير اشربهالك,1,0,0,0.509485,0.490515
ربي يحفظ بلادنا ولادها ان شاء الله صامدون لمطالبنا عازمون ربي يحرر بلادنا من الخونه,1,0,0,0.507665,0.492335
خلصها غاليه بوصبع لعقوبه لمطبلين,1,0,0,0.506296,0.493704
روحو شوفو المميز تع undefined داير لخرا,1,0,0,0.507372,0.492627
خلي ربراب روح معنا ها,1,0,0,0.509845,0.490155
مزال فيه ناس تؤمن ان العصابه ستطلق مشاريع تتحسن الاوضاع,0,1,0,0.493976,0.506024
خلاص راح نبيعوها تاكل البنزين,0,1,0,0.498784,0.501217
نووض هز قلايطك جسم فاني وحياه فانيه يتزوج يخدم قدو قد حالتو مش لازم قاع ديك اشيااء,1,0,0,0.5081,0.4919
يا ال🖕بي عنكم حساسيه من مولوديه ربي يجيب الشفا,1,0,0,0.507359,0.492641
فضلكم سعر تلفزيون وهل يوجد سمارت,0,1,0,0.496753,0.503247
اصل الحريره هي وهران,0,1,0,0.493325,0.506675
رجع دراهم ماماك 🙄 15 سنه كنت كبير وتبالي كاين وي شعر يااملس ياطري 😂,1,0,0,0.512596,0.487404
كرهونا راكم تبعوا نيفو ابتداءي ايا راه طلع نيفو رانا نتبعوا صحفي وناشط سياسي وعميل الشعب الجزاءري,0,1,0,0.498026,0.501974
حيا اله الصحفي الاستقصاءي امير,0,1,0,0.497972,0.502028
الف مبروك خونا امير ديما عقابهم ولاد لحرام,1,0,0,0.508522,0.491478
خليده تومي بوتفلقه بوتفليقه او او شاء اله يتفلق راسك,1,0,0,0.514354,0.485646
واله اخ عربي ماعجبنيش بصح ملف نعود نتبعك,0,1,0,0.491126,0.508874
